"","x"
"1",3.18149115526307
"2",3.82879738869669
"3",3.9844072822536
"4",3.50245630473555
"5",4.34979076012886
"6",3.13505153689606
"7",1.98697130933073
"8",1.5645689938703
"9",2.34061315933509
"10",-0.0753884235484978
"11",-1.84433211824958
"12",-2.0264346904412
"13",-3.5453489254033
"14",-2.87252441553701
"15",-3.79217526051958
"16",-4.460910981008
"17",-3.77815998823211
"18",-4.46163993142564
"19",-2.00229426495134
"20",-2.72809839909671
"21",-1.85627212897667
"22",-2.38020180296464
"23",-0.81713162383954
"24",-1.68311071210714
"25",-2.45589713239871
"26",-1.65994547650609
"27",0.246541865536516
"28",0.957749913888298
"29",0.40794157576445
"30",1.47651729234622
"31",-0.871122949818637
"32",-0.0696221415477567
"33",0.452317913749318
"34",0.694492450876874
"35",0.977188843757298
"36",0.588095551481104
"37",-1.17378372597802
"38",1.60377191166007
"39",0.93261060648134
"40",-0.0362171423273576
"41",0.508896537856084
"42",1.09279860436617
"43",1.13133822455858
"44",1.78889892105167
"45",1.30649841515614
"46",1.06409692611078
"47",1.41493975676117
"48",-0.448295236114994
"49",0.168031093123572
"50",-1.74391740371467
"51",-0.234635672462877
"52",0.276881136674758
"53",0.861192706562559
"54",-1.13728515378299
"55",-0.381064736148587
"56",0.67521198706368
"57",1.54559877094713
"58",2.44483553475328
"59",2.67197325057766
"60",3.25281439993988
"61",2.7376432439424
"62",2.85653395442033
"63",2.82812670180016
"64",2.41515190167582
"65",-0.970210956468191
"66",-1.23176272484073
"67",-0.420370173864286
"68",-0.37893511254923
"69",-1.71665875113518
"70",-1.42360439284779
"71",-1.97774732422125
"72",-2.27835078299444
"73",-2.396543244114
"74",-3.12417447058462
"75",-2.3848956983659
"76",-1.88922062079571
"77",-2.36735391002415
"78",-1.39645295472038
"79",-3.29582774021424
"80",-2.35842073151125
"81",-3.10075301926904
"82",-2.8909258380222
"83",-1.13373679611475
"84",-0.389020405415739
"85",-0.948807963783497
"86",1.14863517041422
"87",0.0809462945164121
"88",-0.531186885639767
"89",0.970996953714289
"90",1.15301579951946
"91",1.51041141033491
"92",0.850013827141375
"93",0.481703141173984
"94",1.11777174275024
"95",1.97184350332615
"96",1.1637358041039
"97",0.382615329176447
"98",0.230337366674055
"99",0.51520559297227
"100",0.113055195529156
