"","x"
"1",-1.3191990551079
"2",-1.9673154587046
"3",3.82292245580423
"4",-0.193304682080168
"5",-2.18629279590308
"6",3.38416634777908
"7",-0.583347090096452
"8",-4.31454908808098
"9",2.69137892322935
"10",-3.20556333231585
"11",2.88076770919964
"12",3.80792769188512
"13",-1.9904376575754
"14",-2.06175862081668
"15",3.2876401570729
"16",-0.864190089066854
"17",-2.69022462985446
"18",2.59998608946625
"19",1.19912589420516
"20",-3.04919056314831
"21",0.142996703273926
"22",-3.86179782148833
"23",4.54893434059935
"24",4.89192641427284
"25",-3.7452245525095
"26",-3.72412982458943
"27",3.94465587846689
"28",1.9745154989676
"29",-3.06679071410839
"30",1.34942250321696
"31",0.0721627989273763
"32",-1.65491351082907
"33",0.947367580929665
"34",-4.18451748650383
"35",3.28698532518408
"36",5.30398534673684
"37",-2.65724063401875
"38",-4.28957152150296
"39",2.14172546663228
"40",1.5946439738223
"41",-0.33948779679167
"42",2.39540898594154
"43",-1.32512386326754
"44",-2.80073428320587
"45",2.48337214037169
"46",-2.55276065369723
"47",1.52032187984373
"48",2.37665615524869
"49",-0.049931580774782
"50",-2.48123393997018
"51",-1.11141034567563
"52",1.59080897357797
"53",0.304482941021725
"54",2.30697186344957
"55",-2.37193216942951
"56",-1.7218011162456
"57",3.75278879668126
"58",-4.38562611358776
"59",-0.107695900887631
"60",3.05625647391598
"61",-0.429800128277887
"62",-2.68248717386135
"63",-0.615187098388443
"64",0.154363454108335
"65",0.316488215077966
"66",3.39183530862587
"67",-2.13465313620637
"68",-3.05802006911694
"69",3.77702948137116
"70",-5.23943553407571
"71",1.78412953712511
"72",4.32868241853276
"73",-1.30323188305411
"74",-3.69964287472354
"75",-0.515026991391528
"76",-0.124899263614062
"77",0.717539602040241
"78",3.01747685096735
"79",-2.63926649989715
"80",-3.18862823624216
"81",5.2874850029179
"82",-6.50580492549289
"83",0.830563597488971
"84",5.48604802850775
"85",-0.787727970632697
"86",-5.57584382992821
"87",-1.86925938319923
"88",2.07874912632502
"89",0.528987201366361
"90",0.330839795650227
"91",-2.13778030089997
"92",-2.19288643253143
"93",3.57278325274781
"94",-5.70477099096556
"95",0.542042909271682
"96",5.65851695044084
"97",1.64089872241647
"98",-7.80775250603014
"99",-4.63766758196399
"100",3.89106683259691
"101",1.75571144452903
"102",-1.51560676175443
"103",-1.09480975819174
"104",-0.463978089960252
"105",3.68816040411592
"106",-6.61635293623671
"107",-0.179957905381309
"108",5.99446085663376
"109",0.300640864825045
"110",-6.53480648680733
"111",-2.64758115479378
"112",4.42012740889
"113",0.651331434654186
"114",-0.316122351060297
"115",-1.86761169924551
"116",0.139958334361729
